,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
8676,20~24,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8677,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8678,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8679,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8680,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8681,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8682,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8683,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8684,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8685,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8686,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8687,25~29,Private,*,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,1~49,United-States,<=50k
8688,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8689,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8690,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8691,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8692,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8693,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8694,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8695,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8696,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8697,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8698,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8699,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8700,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8701,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8702,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8703,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8704,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8705,20~24,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0~2178,1~49,*,<=50k
8706,25~29,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0,1~49,United-States,<=50k
8707,25~29,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0,1~49,United-States,<=50k
8708,25~29,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0,1~49,United-States,<=50k
8709,25~29,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0,1~49,United-States,<=50k
8710,25~29,Private,*,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0~49999,0,1~49,United-States,<=50k
8711,20~29,Private,*,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1~49,United-States,<=50k
8712,20~29,Private,*,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1~49,United-States,<=50k
8713,20~29,Private,*,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1~49,United-States,<=50k
8714,20~29,Private,*,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1~49,United-States,<=50k
8715,20~29,Private,*,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1~49,United-States,<=50k
8716,20~29,Private,*,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1~49,United-States,<=50k
8717,20~29,Private,*,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1~49,United-States,<=50k
8718,30~39,Private,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8719,30~39,Private,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8720,30~39,Private,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8721,30~39,Private,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0~2178,1~49,*,>50k
8722,30~39,Private,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8723,30~39,Private,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8724,30~39,Private,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8725,20~39,Self-emp-inc,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0,1~49,United-States,<=50k
8726,20~39,Self-emp-inc,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0,1~49,United-States,<=50k
8727,20~39,Self-emp-inc,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0,1~49,United-States,<=50k
8728,20~39,Self-emp-inc,*,Bachelors,13,Never-married,Nontechnical,Own-child,White,Male,0,0,1~49,United-States,<=50k
8729,20~39,Non-Government,*,Bachelors,13,Never-married,Nontechnical,Own-child,Asian-Pac-Islander,Male,0~49999,0~2178,1~49,*,<=50k
8730,20~39,Non-Government,*,Bachelors,13,Never-married,Nontechnical,Own-child,Asian-Pac-Islander,Male,0~49999,0~2178,1~49,*,<=50k
8731,20~39,Non-Government,*,Bachelors,13,Never-married,Nontechnical,Own-child,Asian-Pac-Islander,Male,0~49999,0~2178,1~49,*,<=50k
8732,20~39,Non-Government,*,Bachelors,13,Never-married,Nontechnical,Own-child,Asian-Pac-Islander,Male,0~49999,0~2178,1~49,*,<=50k
8733,20~39,Non-Government,*,Bachelors,13,Never-married,Nontechnical,Own-child,Asian-Pac-Islander,Male,0~49999,0~2178,1~49,*,<=50k
8734,20~39,Non-Government,*,Bachelors,13,Never-married,Nontechnical,Own-child,Asian-Pac-Islander,Male,0~49999,0~2178,1~49,*,<=50k
8735,20~39,Non-Government,*,Bachelors,13,Never-married,Nontechnical,Own-child,Asian-Pac-Islander,Male,0~49999,0~2178,1~49,*,<=50k
8736,20~29,Private,*,Bachelors,13,spouse not present,Nontechnical,Own-child,Black,Male,0,0,1~49,*,<=50k
8737,20~29,Private,*,Bachelors,13,spouse not present,Nontechnical,Own-child,Black,Male,0,0,1~49,*,<=50k
8738,20~29,Private,*,Bachelors,13,spouse not present,Nontechnical,Own-child,Black,Male,0,0,1~49,*,<=50k
8739,20~29,Private,*,Bachelors,13,spouse not present,Nontechnical,Own-child,Black,Male,0,0,1~49,*,<=50k
8740,20~39,Private,*,Masters,14,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,United-States,<=50k
8741,20~39,Private,*,Masters,14,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,United-States,<=50k
8742,20~39,Private,*,Masters,14,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,United-States,<=50k
8743,20~39,Private,*,Masters,14,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,United-States,<=50k
8744,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8745,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8746,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8747,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8748,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8749,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8750,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8751,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8752,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8753,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8754,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8755,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8756,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8757,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8758,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8759,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8760,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8761,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8762,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8763,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8764,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8765,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8766,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8767,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8768,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8769,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8770,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8771,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8772,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8773,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8774,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8775,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8776,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8777,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8778,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8779,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8780,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8781,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8782,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0~2178,1~49,*,<=50k
8783,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,1~49,*,<=50k
8784,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,1~49,*,<=50k
8785,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,1~49,*,<=50k
8786,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,1~49,*,<=50k
8787,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,1~49,United-States,<=50k
8788,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,1~49,United-States,<=50k
8789,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,1~49,United-States,<=50k
8790,20~24,Private,*,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,1~49,United-States,<=50k
8791,25~29,Non-Government,*,Some-college,10,spouse not present,Sales,Own-child,*,Male,0~49999,0,1~49,United-States,<=50k
8792,25~29,Non-Government,*,Some-college,10,spouse not present,Sales,Own-child,*,Male,0~49999,0,1~49,United-States,<=50k
8793,25~29,Non-Government,*,Some-college,10,spouse not present,Sales,Own-child,*,Male,0~49999,0,1~49,United-States,<=50k
8794,25~29,Non-Government,*,Some-college,10,spouse not present,Sales,Own-child,*,Male,0~49999,0,1~49,United-States,<=50k
8795,25~29,Non-Government,*,Some-college,10,spouse not present,Sales,Own-child,*,Male,0~49999,0,1~49,United-States,<=50k
8796,25~29,Non-Government,*,Some-college,10,spouse not present,Sales,Own-child,*,Male,0~49999,0,1~49,United-States,<=50k
8797,25~29,Non-Government,*,Some-college,10,spouse not present,Sales,Own-child,*,Male,0~49999,0,1~49,United-States,<=50k
8798,25~29,Non-Government,*,Some-college,10,spouse not present,Sales,Own-child,*,Male,0~49999,0,1~49,United-States,<=50k
8799,25~29,Non-Government,*,Some-college,10,spouse not present,Sales,Own-child,*,Male,0~49999,0,1~49,United-States,<=50k
8800,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8801,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8802,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8803,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8804,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8805,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8806,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8807,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8808,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8809,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8810,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8811,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8812,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8813,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8814,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8815,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8816,20~29,Non-Government,*,Some-college,10,Never-married,Exec-managerial,Own-child,*,Male,0,0,1~49,*,<=50k
8817,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8818,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8819,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8820,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8821,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8822,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8823,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8824,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8825,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8826,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8827,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8828,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8829,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8830,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8831,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8832,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8833,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8834,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8835,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8836,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8837,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8838,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8839,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8840,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8841,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8842,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8843,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8844,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8845,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8846,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8847,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8848,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8849,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8850,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8851,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8852,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8853,20~24,Non-Government,*,Some-college,10,spouse not present,Handlers-cleaners,Own-child,*,Male,0,0,1~49,*,<=50k
8854,25~29,Private,*,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50k
8855,25~29,Private,*,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50k
8856,25~29,Private,*,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50k
8857,25~29,Private,*,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50k
8858,25~29,Private,*,Some-college,10,Never-married,Handlers-cleaners,Own-child,*,Male,0,0,40,United-States,<=50k
8859,30~39,Private,*,Some-college,10,Divorced,Nontechnical,Own-child,White,Male,0,0~2178,1~49,United-States,<=50k
8860,30~39,Private,*,Some-college,10,Divorced,Nontechnical,Own-child,White,Male,0,0~2178,1~49,United-States,<=50k
8861,30~39,Private,*,Some-college,10,Divorced,Nontechnical,Own-child,White,Male,0,0~2178,1~49,United-States,<=50k
8862,30~39,Private,*,Some-college,10,Divorced,Nontechnical,Own-child,White,Male,0,0~2178,1~49,United-States,<=50k
8863,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8864,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8865,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8866,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8867,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8868,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8869,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8870,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8871,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8872,30~34,Non-Government,*,Some-college,10,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8873,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8874,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8875,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8876,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8877,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8878,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8879,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8880,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8881,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8882,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8883,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8884,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8885,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8886,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8887,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8888,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8889,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8890,20~39,Non-Government,*,Assoc-acdm,12,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,North America,<=50k
8891,20~39,Private,*,Assoc-voc,11,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8892,20~39,Private,*,Assoc-voc,11,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8893,20~39,Private,*,Assoc-voc,11,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8894,20~39,Private,*,Assoc-voc,11,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8895,20~39,Private,*,Assoc-voc,11,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8896,20~39,Private,*,Assoc-voc,11,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8897,20~39,Private,*,Assoc-voc,11,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8898,20~39,Private,*,Assoc-voc,11,Never-married,Nontechnical,Own-child,*,Male,0,0,1~49,*,<=50k
8899,20~39,Private,*,Higher education,7~16,Divorced,Sales,Own-child,White,Male,0,0~2178,49~99,United-States,<=50k
8900,20~39,Private,*,Higher education,7~16,Divorced,Sales,Own-child,White,Male,0,0~2178,49~99,United-States,<=50k
8901,20~39,Private,*,Higher education,7~16,Divorced,Sales,Own-child,White,Male,0,0~2178,49~99,United-States,<=50k
8902,20~39,Private,*,Higher education,7~16,Divorced,Sales,Own-child,White,Male,0,0~2178,49~99,United-States,<=50k
8903,20~29,Non-Government,*,Undergraduate,7~16,Never-married,Sales,Own-child,*,Male,*,0,49~99,*,<=50k
8904,20~29,Non-Government,*,Undergraduate,7~16,Never-married,Sales,Own-child,*,Male,*,0,49~99,*,<=50k
