age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;salary-class
34;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;49~99;United-States;<=50k
34;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;49~99;United-States;>50k
34;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;49~99;United-States;>50k
34;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;49~99;United-States;>50k
34;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;49~99;United-States;>50k
35;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;United-States;>50k
35;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;United-States;<=50k
35;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;United-States;>50k
35;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;United-States;<=50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;>50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;>50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;>50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;<=50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;<=50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;<=50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;>50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;<=50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;>50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;>50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;<=50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;>50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;>50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;<=50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;<=50k
35~39;Private;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0~2178;49~99;United-States;>50k
30~39;Private;*;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;50;North America;>50k
30~39;Private;*;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;50;North America;<=50k
30~39;Private;*;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;50;North America;>50k
30~39;Private;*;Some-college;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;50;North America;<=50k
20~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;<=50k
20~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;<=50k
20~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;<=50k
20~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;<=50k
20~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;<=50k
20~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;<=50k
20~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;United-States;>50k
30~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;United-States;<=50k
30~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;United-States;<=50k
30~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;United-States;>50k
30~39;Self-emp-not-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;United-States;<=50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States;<=50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States;>50k
30~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;60;North America;>50k
30~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;60;North America;>50k
30~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;60;North America;>50k
30~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;60;North America;>50k
30~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;60;North America;>50k
30~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;60;North America;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;<=50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;<=50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;<=50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Some-college;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
25~29;Private;*;Assoc-acdm;12;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0~2178;49~99;United-States;>50k
25~29;Private;*;Assoc-acdm;12;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0~2178;49~99;United-States;>50k
25~29;Private;*;Assoc-acdm;12;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0~2178;49~99;United-States;<=50k
25~29;Private;*;Assoc-acdm;12;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0~2178;49~99;United-States;<=50k
20~29;Private;*;Assoc-voc;11;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;49~99;United-States;<=50k
20~29;Private;*;Assoc-voc;11;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;49~99;United-States;<=50k
20~29;Private;*;Assoc-voc;11;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;49~99;United-States;<=50k
20~29;Private;*;Assoc-voc;11;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;49~99;United-States;<=50k
20~29;Private;*;Assoc-voc;11;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;49~99;United-States;<=50k
20~29;Private;*;Assoc-voc;11;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;49~99;United-States;>50k
20~29;Private;*;Assoc-voc;11;Married-civ-spouse;Nontechnical;Husband;White;Male;0;0;49~99;United-States;>50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;*;>50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;*;<=50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;*;>50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;*;<=50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;*;<=50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;*;>50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;<=50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
30~34;Private;*;Professional Education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;<=50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;<=50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;<=50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;<=50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;<=50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;<=50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;<=50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
35~39;Private;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Self-emp-not-inc;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;<=50k
20~39;Self-emp-not-inc;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;<=50k
20~39;Self-emp-not-inc;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-not-inc;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;<=50k
20~39;Self-emp-not-inc;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;<=50k
20~39;Self-emp-not-inc;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;<=50k
20~39;Self-emp-not-inc;*;Professional Education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;<=50k
35~39;Self-emp-inc;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;United-States;>50k
35~39;Self-emp-inc;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;United-States;<=50k
35~39;Self-emp-inc;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;United-States;>50k
35~39;Self-emp-inc;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;United-States;>50k
35~39;Self-emp-inc;*;Professional Education;7~16;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0;49~99;United-States;<=50k
30~39;Self-emp-inc;*;Professional Education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Self-emp-inc;*;Professional Education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Self-emp-inc;*;Professional Education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Self-emp-inc;*;Professional Education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Private;*;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Private;*;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Private;*;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Private;*;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Private;*;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
30~39;Private;*;Masters;14;Married-civ-spouse;Sales;Husband;White;Male;0~49999;0~2178;49~99;United-States;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;<=50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
20~39;Private;*;Masters;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0~49999;0~2178;49~99;*;>50k
30~39;Self-emp-not-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;United-States;>50k
30~39;Self-emp-not-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;United-States;>50k
30~39;Self-emp-not-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;United-States;<=50k
30~39;Self-emp-not-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;United-States;>50k
30~39;Self-emp-not-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;United-States;>50k
20~39;Self-emp-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;<=50k
20~39;Self-emp-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Self-emp-inc;*;Masters;14;Married-civ-spouse;Nontechnical;Husband;White;Male;0~49999;0;49~99;*;>50k
20~39;Private;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2178~4356;1~49;United-States;>50k
20~39;Private;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2178~4356;1~49;United-States;>50k
20~39;Private;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2178~4356;1~49;United-States;<=50k
20~39;Private;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2178~4356;1~49;United-States;>50k
30~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;49~99;*;>50k
30~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;49~99;*;>50k
30~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;49~99;*;>50k
30~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;49~99;*;>50k
30~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;White;Male;0;2415;49~99;*;>50k
30~39;Non-Government;*;Undergraduate;7~16;Married-civ-spouse;Sales;Husband;White;Male;99999;0;*;United-States;>50k
30~39;Non-Government;*;Undergraduate;7~16;Married-civ-spouse;Sales;Husband;White;Male;99999;0;*;United-States;>50k
30~39;Non-Government;*;Undergraduate;7~16;Married-civ-spouse;Sales;Husband;White;Male;99999;0;*;United-States;>50k
30~39;Non-Government;*;Undergraduate;7~16;Married-civ-spouse;Sales;Husband;White;Male;99999;0;*;United-States;>50k
20~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;99999;0;49~99;United-States;>50k
20~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;99999;0;49~99;United-States;>50k
20~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;99999;0;49~99;United-States;>50k
20~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Exec-managerial;Husband;White;Male;99999;0;49~99;United-States;>50k
20~29;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0;0~2178;1~49;*;<=50k
20~29;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0;0~2178;1~49;*;<=50k
20~29;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0;0~2178;1~49;*;<=50k
20~29;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0;0~2178;1~49;*;>50k
20~29;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0;0~2178;1~49;*;<=50k
20~29;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0;0~2178;1~49;*;>50k
30~34;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;1~49;*;>50k
30~34;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;1~49;*;<=50k
30~34;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;1~49;*;<=50k
30~34;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;1~49;*;>50k
30~34;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;1~49;*;>50k
30~34;Non-Government;*;Higher education;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;1~49;*;<=50k
35~39;Non-Government;*;Undergraduate;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;40;*;<=50k
35~39;Non-Government;*;Undergraduate;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;40;*;>50k
35~39;Non-Government;*;Undergraduate;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;40;*;<=50k
35~39;Non-Government;*;Undergraduate;7~16;Married-civ-spouse;Nontechnical;Husband;Asian-Pac-Islander;Male;0~49999;0;40;*;>50k
35~39;Private;*;Graduate;7~16;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0~49999;0;40;*;>50k
35~39;Private;*;Graduate;7~16;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0~49999;0;40;*;>50k
35~39;Private;*;Graduate;7~16;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0~49999;0;40;*;>50k
35~39;Private;*;Graduate;7~16;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0~49999;0;40;*;<=50k
20~39;Non-Government;*;Higher education;7~16;Married-civ-spouse;Sales;Husband;Asian-Pac-Islander;Male;0~49999;0;49~99;*;<=50k
